Person_ID,split,cv_fold
P09397,development,1
P09398,development,3
P09399,holdout,-1
P09400,development,1
P09401,development,1
P09402,development,0
P09403,development,3
P09404,holdout,-1
P09405,development,2
P09406,development,1
P09407,development,1
P09408,development,4
P09409,development,3
P09410,development,2
P09411,development,0
P09412,development,0
P09413,development,0
P09414,development,2
P09415,development,4
P09416,development,0
P09417,development,0
P09418,development,3
P09419,development,1
P09420,development,2
P09421,development,2
P09422,development,3
P09423,development,4
P09424,development,0
P09425,development,2
P09426,development,4
P09427,development,3
P09428,holdout,-1
P09429,development,0
P09430,holdout,-1
P09431,development,2
P09432,development,2
P09433,development,0
P09434,development,4
P09435,development,4
P09436,development,0
P09437,development,4
P09438,development,0
P09439,holdout,-1
P09440,development,2
P09441,development,4
P09442,development,1
P09443,holdout,-1
P09444,development,3
P09445,holdout,-1
P09446,development,0
P09447,development,4
P09448,development,1
P09449,development,2
P09450,development,1
P09451,holdout,-1
P09452,development,4
P09453,development,4
P09454,development,0
P09455,development,1
P09456,holdout,-1
P09457,development,4
P09458,development,0
P09459,development,1
P09460,development,0
P09461,development,4
P09462,development,0
P09463,development,1
P09464,development,1
P09465,development,1
P09466,development,3
P09467,development,3
P09468,development,4
P09469,development,4
P09470,holdout,-1
P09471,development,4
P09472,development,0
P09473,development,3
P09474,holdout,-1
P09475,holdout,-1
P09476,development,3
P09477,development,4
P09478,holdout,-1
P09479,development,4
P09480,development,2
P09481,development,4
P09482,development,3
P09483,development,2
P09484,development,4
P09485,development,0
P09486,development,0
P09487,holdout,-1
P09488,development,3
P09489,development,4
P09490,holdout,-1
P09491,development,0
P09492,development,4
P09493,development,4
P09494,development,1
P09495,holdout,-1
P09496,holdout,-1
P09497,development,3
P09498,development,0
P09499,holdout,-1
P09500,development,0
P09501,holdout,-1
P09502,holdout,-1
P09503,development,0
P09504,development,3
P09505,development,0
P09506,holdout,-1
P09507,holdout,-1
P09508,development,4
P09509,development,3
P09510,development,0
P09511,development,2
P09512,holdout,-1
P09513,development,4
P09514,development,1
P09515,development,4
P09516,development,0
P09517,development,2
P09518,development,0
P09519,development,4
P09520,development,3
P09521,development,4
P09522,development,3
P09523,holdout,-1
P09524,development,0
P09525,development,3
P09526,development,4
P09527,development,1
P09528,holdout,-1
P09529,holdout,-1
P09530,development,3
P09531,development,4
P09532,development,0
P09533,holdout,-1
P09534,development,4
P09535,holdout,-1
P09536,holdout,-1
P09537,development,2
P09538,development,4
P09539,development,4
P09540,development,4
P09541,development,1
P09542,development,1
P09543,development,2
P09544,development,4
P09545,development,3
P09546,development,3
P09547,development,2
P09548,development,0
P09549,development,0
P09550,development,4
P09551,development,0
P09552,development,0
P09553,development,4
P09554,development,2
P09555,development,2
P09556,development,4
P09557,development,2
P09558,development,2
P09559,development,2
P09560,holdout,-1
P09561,development,3
P09562,holdout,-1
P09563,holdout,-1
P09564,development,3
P09565,development,3
P09566,development,2
P09567,development,3
P09568,development,4
P09569,holdout,-1
P09570,development,0
P09571,development,3
P09572,holdout,-1
P09573,development,1
P09574,development,0
P09575,holdout,-1
P09576,development,4
P09577,development,0
P09578,development,4
P09579,development,4
P09580,development,4
P09581,development,1
P09582,development,3
P09583,development,0
P09584,holdout,-1
P09585,development,0
P09586,development,0
P09587,holdout,-1
P09588,development,3
P09589,development,1
P09590,holdout,-1
P09591,development,0
P09592,development,0
P09593,holdout,-1
P09594,development,2
P09595,development,3
P09596,development,1
P09597,development,1
P09598,development,0
P09599,development,4
P09600,development,1
P09601,development,4
P09602,development,2
P09603,development,0
P09604,development,3
P09605,development,4
P09606,development,4
P09607,development,3
P09608,development,4
P09609,holdout,-1
P09610,development,1
P09611,development,2
P09612,development,2
P09613,development,0
P09614,development,1
P09615,development,1
P09616,holdout,-1
P09617,development,3
P09618,development,3
P09619,development,3
P09620,development,0
P09621,development,0
P09622,development,1
P09623,development,4
P09624,development,4
P09625,development,1
P09626,development,3
P09627,development,4
P09628,holdout,-1
P09629,development,0
P09630,development,3
P09631,development,4
P09632,development,4
P09633,holdout,-1
P09634,development,2
P09635,development,2
P09636,development,4
P09637,development,4
P09638,development,1
P09639,development,2
P09640,development,4
P09641,development,0
P09642,development,0
P09643,development,2
P09644,holdout,-1
P09645,development,1
P09646,development,3
P09647,holdout,-1
P09648,development,0
P09649,development,1
P09650,development,0
P09651,holdout,-1
P09652,development,3
P09653,development,1
P09654,holdout,-1
P09655,development,3
P09656,development,2
P09657,development,3
P09658,development,3
P09659,development,1
P09660,development,3
P09661,development,0
P09662,development,1
P09663,development,4
P09664,development,2
P09665,development,0
P09666,development,0
P09667,development,2
P09668,development,4
P09669,development,1
P09670,development,2
P09671,development,0
P09672,development,4
P09673,development,3
P09674,development,0
P09675,development,2
P09676,development,4
P09677,development,0
P09678,development,2
P09679,development,0
P09680,development,1
P09681,development,4
P09682,development,1
P09683,development,4
P09684,development,1
P09685,development,2
P09686,holdout,-1
P09687,development,0
P09688,development,2
P09689,development,3
P09690,holdout,-1
P09691,holdout,-1
P09692,development,1
P09693,development,4
P09694,holdout,-1
P09695,development,3
P09696,development,0
P09697,development,3
P09698,holdout,-1
P09699,development,1
P09700,development,3
P09701,development,2
P09702,holdout,-1
P09703,holdout,-1
P09704,development,1
P09705,development,0
P09706,development,2
P09707,development,1
P09708,development,3
P09709,development,1
P09710,development,0
P09711,development,4
P09712,development,0
P09713,holdout,-1
P09714,development,2
P09715,development,0
P09716,development,3
P09717,holdout,-1
P09718,development,4
P09719,development,3
P09720,holdout,-1
P09721,development,3
P09722,development,2
P09723,development,1
P09724,holdout,-1
P09725,development,3
P09726,development,4
P09727,development,2
P09728,holdout,-1
P09729,development,2
P09730,development,2
P09731,development,1
P09732,development,3
P09733,development,3
P09734,development,3
P09735,development,3
P09736,development,3
P09737,development,1
P09738,development,3
P09739,development,1
P09740,development,2
P09741,holdout,-1
P09742,development,4
P09743,development,2
P09744,development,3
P09745,development,1
P09746,development,2
P09747,development,3
P09748,development,4
P09749,holdout,-1
P09750,development,2
P09751,development,2
P09752,development,0
P09753,development,1
P09754,development,3
P09755,development,0
P09756,development,2
P09757,development,0
P09758,holdout,-1
P09759,holdout,-1
P09760,development,4
P09761,development,4
P09762,development,0
P09763,holdout,-1
P09764,development,0
P09765,development,4
P09766,holdout,-1
P09767,development,0
P09768,holdout,-1
P09769,development,4
P09770,development,2
P09771,development,1
P09772,holdout,-1
P09773,development,3
P09774,development,2
P09775,development,0
P09776,development,3
P09777,development,4
P09778,holdout,-1
P09779,holdout,-1
P09780,development,4
P09781,development,0
P09782,development,1
P09783,development,0
P09784,development,0
P09785,development,3
P09786,development,0
P09787,development,2
P09788,development,1
P09789,holdout,-1
P09790,development,1
P09791,development,2
P09792,development,3
P09793,development,1
P09794,development,0
P09795,development,4
P09796,holdout,-1
P09797,development,4
P09798,holdout,-1
P09799,development,2
P09800,development,3
P09801,development,1
P09802,development,4
P09803,development,4
P09804,development,2
P09805,holdout,-1
P09806,development,4
P09807,development,1
P09808,development,1
P09809,holdout,-1
P09810,holdout,-1
P09811,development,3
P09812,holdout,-1
P09813,development,3
P09814,development,3
P09815,development,2
P09816,holdout,-1
P09817,holdout,-1
P09818,development,0
P09819,development,3
P09820,holdout,-1
P09821,development,0
P09822,development,2
P09823,holdout,-1
P09824,development,3
P09825,development,4
P09826,development,2
P09827,holdout,-1
P09828,development,0
P09829,development,0
P09830,holdout,-1
P09831,development,3
P09832,development,1
P09833,development,4
P09834,development,0
P09835,development,4
P09836,development,1
P09837,development,1
P09838,development,4
P09839,development,1
P09840,holdout,-1
P09841,development,3
P09842,holdout,-1
P09843,development,0
P09844,holdout,-1
P09845,development,0
P09846,development,0
P09847,holdout,-1
P09848,development,2
P09849,development,2
P09850,development,2
P09851,development,2
P09852,development,0
P09853,development,0
P09854,development,1
P09855,development,1
P09856,development,3
P09857,development,0
P09858,holdout,-1
P09859,development,2
P09860,development,4
P09861,development,0
P09862,development,4
P09863,development,3
P09864,development,0
P09865,development,2
P09866,development,1
P09867,holdout,-1
P09868,development,4
P09869,development,3
P09870,holdout,-1
P09871,development,3
P09872,development,3
P09873,holdout,-1
P09874,holdout,-1
P09875,development,0
P09876,development,3
P09877,development,2
P09878,holdout,-1
P09879,development,1
P09880,development,3
P09881,holdout,-1
P09882,development,4
P09883,development,4
P09884,development,0
P09885,development,2
P09886,development,0
P09887,development,2
P09888,holdout,-1
P09889,development,4
P09890,development,4
P09891,development,2
P09892,development,0
P09893,development,2
P09894,holdout,-1
P09895,development,3
P09896,development,3
P09897,development,3
P09898,development,2
P09899,holdout,-1
P09900,holdout,-1
P09901,development,1
P09902,development,0
P09903,development,2
P09904,development,2
P09905,development,4
P09906,development,2
P09907,development,0
P09908,holdout,-1
P09909,development,4
P09910,development,2
P09911,development,2
P09912,development,4
P09913,development,4
P09914,development,1
P09915,development,0
P09916,development,1
P09917,development,1
P09918,development,2
P09919,holdout,-1
P09920,development,2
P09921,development,2
P09922,development,3
P09923,holdout,-1
P09924,development,2
P09925,holdout,-1
P09926,development,1
P09927,development,2
P09928,development,4
P09929,development,2
P09930,development,4
P09931,development,0
P09932,development,1
P09933,holdout,-1
P09934,development,0
P09935,development,2
P09936,development,1
P09937,development,0
P09938,development,0
P09939,development,0
P09940,development,0
P09941,development,4
P09942,holdout,-1
P09943,holdout,-1
P09944,development,1
P09945,development,2
P09946,development,3
P09947,development,3
P09948,development,0
P09949,development,0
P09950,development,3
P09951,development,3
P09952,development,0
P09953,development,2
P09954,development,4
P09955,development,2
P09956,development,1
P09957,development,3
P09958,holdout,-1
P09959,development,4
P09960,development,3
P09961,development,1
P09962,development,3
P09963,development,2
P09964,development,0
P09965,development,0
P09966,holdout,-1
P09967,holdout,-1
P09968,holdout,-1
P09969,holdout,-1
P09970,development,3
P09971,development,2
P09972,development,4
P09973,development,3
P09974,development,4
P09975,holdout,-1
P09976,development,3
P09977,development,3
P09978,development,2
P09979,development,3
P09980,development,0
P09981,development,2
P09982,development,0
P09983,development,1
P09984,development,4
P09985,development,3
